"COD_CURSO","NOME_CURSO","ANO_INGRESSO","PERIODO_INGRESSO","ANO_EVASAO","FORMA_INGRESSO","PERIODO_EVASAO","FORMA_EVASAO","CRA","CRN","COTISTA","NUM_VERSAO","DT_SAIDA","DT_SAIDA_1","SEXO","ETNIA","TURNO_CURSO","SEM_INGRESSO","RETENCAO_PERIODOS","RETENCAO_MESES","NOMEE_CURSO","MODALIDADE","FORMA_EVASAO_limpo","id_estudante","hash_completo"
"10 B","Física - Bacharelado",2012,"1º Semestre",2017,"Permanência","2º Semestre","Formado",7.64,16.1051,"S","2008","01/02/2018","01/02/2018","M","Parda","Integral",1,11,66,"Física","Bacharelado","Formado",75,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"2º Semestre",2016,"Novo Curso","2º Semestre","Desistência",0,5,"N","2008","31/08/2016","31/08/2016","M","Branca","Integral",2,0,0,"Física","Bacharelado","Desistência",76,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2015,"Vestibular","1º Semestre","Desistência",6.48,5.9754,"N","2008","10/02/2015","10/02/2015","M","Amarela","Integral",1,6,36,"Física","Bacharelado","Desistência",77,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2024,"1º Semestre",2024,"Sisu","1º Semestre","Desligamento",0,2.6317,"N","2018","08/11/2024","08/11/2024","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desligamento",78,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2017,"Vestibular","1º Semestre","Desligamento: 3 reprovações em 1 disciplina",4.1,4.1778,"N","2008","08/05/2017","08/05/2017","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desligamento",79,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"2º Semestre",2015,"Novo Curso","2º Semestre","Desligamento por Abandono",2.42,3.4092,"N","2008","05/01/2016","05/01/2016","M","Branca","Integral",2,6,36,"Física","Bacharelado","Desligamento",80,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2022,"Sisu","1º Semestre","Formado",6.32,15.1499,"S","2008","07/10/2022","07/10/2022","F","Preta","Integral",1,10,60,"Física","Bacharelado","Formado",81,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2020,"Vestibular","1º Semestre","Formado",5.06,14.8617,"N","2008","04/02/2021","04/02/2021","F","Branca","Integral",1,12,72,"Física","Bacharelado","Formado",82,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2018,"Vestibular","1º Semestre","Formado",6.84,15.6351,"N","2008","02/08/2018","02/08/2018","F","Branca","Integral",1,8,48,"Física","Bacharelado","Formado",83,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2015,"Vestibular","2º Semestre","Desistência",3.45,3.8141,"N","2008","22/01/2016","22/01/2016","F","Parda","Integral",1,7,42,"Física","Bacharelado","Desistência",84,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2021,"Vestibular","1º Semestre","Formado",6.93,15.5979,"N","2008","25/11/2021","25/11/2021","M","Parda","Integral",1,10,60,"Física","Bacharelado","Formado",85,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",7.02,5.6951,"N","2018","27/05/2025","27/05/2025","M","Branca","Integral",1,12,72,"Física","Bacharelado","Desligamento",86,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2020,"Sisu","2º Semestre","Adaptação Curricular",6.7,5.8347,"N","2008","20/05/2021","20/05/2021","M","Branca","Integral",1,3,18,"Física","Bacharelado","Outros",87,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",2.12,3.2772,"S","2018","07/03/2023","07/03/2023","M","Branca","Integral",1,2,12,"Física","Bacharelado","Desistência",88,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2022,"Vestibular","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0.51,2.7917,"N","2008","07/06/2022","07/06/2022","M","Branca","Integral",1,12,72,"Física","Bacharelado","Desligamento",89,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",0.75,2.9012,"N","2018","27/05/2025","27/05/2025","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desligamento",90,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2016,"Vestibular","1º Semestre","Transferido",6.57,5.519,"S","2008","29/02/2016","29/02/2016","F","Branca","Integral",1,8,48,"Física","Bacharelado","Transferência",91,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2016,"Vestibular","2º Semestre","Reopção de curso",6.5,5.629,"N","2008","21/07/2016","21/07/2016","M","Branca","Integral",1,3,18,"Física","Bacharelado","Transferência",92,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0.45,2.7665,"N","2008","01/09/2022","01/09/2022","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desligamento",93,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",5.06,4.61,"N","2008","13/12/2022","13/12/2022","M","Branca","Integral",1,9,54,"Física","Bacharelado","Desligamento",94,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2022,"Sisu","2º Semestre","Desistência",0,3.3929,"N","2018","29/12/2022","29/12/2022","M","Branca","Integral",1,1,6,"Física","Bacharelado","Desistência",95,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",2.91,3.8637,"S","2018","27/05/2025","27/05/2025","M","Parda","Integral",1,6,36,"Física","Bacharelado","Desligamento",96,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",0,2.4415,"S","2008","13/12/2022","13/12/2022","M","Preta","Integral",1,7,42,"Física","Bacharelado","Desligamento",97,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2023,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",0.16,2.6383,"S","2018","27/05/2025","27/05/2025","M","Preta","Integral",1,4,24,"Física","Bacharelado","Desligamento",98,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",4.65,4.5298,"N","2008","30/08/2022","30/08/2022","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desistência",99,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2019,"Sisu","2º Semestre","Desistência",0.53,2.8044,"S","2008","05/09/2019","05/09/2019","M","Parda","Integral",1,1,6,"Física","Bacharelado","Desistência",100,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0,2.5332,"S","2008","31/08/2023","31/08/2023","M","Parda","Integral",1,8,48,"Física","Bacharelado","Desligamento",101,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",4.67,4.6479,"N","2008","27/05/2025","27/05/2025","M","Branca","Integral",1,16,96,"Física","Bacharelado","Desligamento",102,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2021,"Sisu","2º Semestre","Desligamento: Resolução 68/2017-CEPE",3.07,4.0179,"N","2008","23/12/2021","23/12/2021","M","Branca","Integral",1,9,54,"Física","Bacharelado","Desligamento",103,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2015,"Vestibular","2º Semestre","Formado",7.37,15.9602,"N","2008","04/02/2016","04/02/2016","M","Branca","Integral",1,9,54,"Física","Bacharelado","Formado",104,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2024,"Sisu","1º Semestre","Formado",6.61,5.3471,"N","2008","05/09/2024","05/09/2024","F","Branca","Integral",1,10,60,"Física","Bacharelado","Formado",105,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0,5,"S","2018","05/07/2021","05/07/2021","F","Preta","Integral",1,0,0,"Física","Bacharelado","Desistência",106,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2019,"Vestibular","1º Semestre","Reopção de curso",3.11,4.0187,"S","2008","24/07/2019","24/07/2019","M","Branca","Integral",1,6,36,"Física","Bacharelado","Transferência",107,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0,5,"S","2018","01/07/2021","01/07/2021","M","Parda","Integral",1,0,0,"Física","Bacharelado","Desistência",108,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",0,25,"S","2018","18/08/2020","18/08/2020","M","Parda","Integral",1,0,0,"Física","Bacharelado","Desistência",109,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",1.2,5,"N","2018","08/07/2022","08/07/2022","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",110,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0.56,2.8346,"S","2008","03/08/2021","03/08/2021","M","Não quis declarar","Integral",1,4,24,"Física","Bacharelado","Desistência",111,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",0,2.0573,"N","2008","22/03/2017","22/03/2017","M","Indígena","Integral",1,1,6,"Física","Bacharelado","Desistência",112,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2022,"Vestibular","1º Semestre","Desligamento: Resolução 68/2017-CEPE",2.93,3.7447,"N","2008","01/09/2022","01/09/2022","M","Branca","Integral",1,12,72,"Física","Bacharelado","Desligamento",113,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2025,"1º Semestre",2025,"Sisu","1º Semestre","Desistência",0,5,"S","2018","07/08/2025","07/08/2025","F","Parda","Integral",1,0,0,"Física","Bacharelado","Desistência",114,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",2.12,3.4676,"N","2008","01/09/2022","01/09/2022","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desligamento",115,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2015,"Vestibular","2º Semestre","Desligamento por Abandono",0,1.7143,"N","2008","05/01/2016","05/01/2016","M","Branca","Integral",1,3,18,"Física","Bacharelado","Desligamento",116,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2015,"Vestibular","1º Semestre","Desistência",2.37,3.226,"N","2008","03/02/2015","03/02/2015","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desistência",117,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2017,"Sisu","2º Semestre","Desistência",6.46,5.4594,"N","2008","06/02/2018","06/02/2018","M","Parda","Integral",1,1,6,"Física","Bacharelado","Desistência",118,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"2º Semestre",2019,"Novo Curso","1º Semestre","Reopção de curso",1.98,3.2085,"N","2008","24/07/2019","24/07/2019","M","Preta","Integral",2,5,30,"Física","Bacharelado","Transferência",119,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"2º Semestre",2019,"Transferência Facultativa","2º Semestre","Formado",7.39,16.1124,"N","2008","14/02/2020","14/02/2020","F","Branca","Integral",2,6,36,"Física","Bacharelado","Formado",120,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2017,"Vestibular","1º Semestre","Desligamento: 3 reprovações em 1 disciplina",2.51,3.4309,"N","2008","08/05/2017","08/05/2017","F","Branca","Integral",1,8,48,"Física","Bacharelado","Desligamento",121,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2020,"Sisu","2º Semestre","Formado",8.55,16.2605,"N","2008","09/07/2021","09/07/2021","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",122,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2018,"Vestibular","2º Semestre","Formado",7.57,16.0021,"N","2008","07/02/2019","07/02/2019","M","Preta","Integral",1,7,42,"Física","Bacharelado","Formado",123,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",5.12,15.0097,"N","2008","14/02/2020","14/02/2020","M","Parda","Integral",1,17,102,"Física","Bacharelado","Formado",124,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2018,"Sisu","2º Semestre","Desistência",1.32,2.9443,"S","2008","07/11/2018","07/11/2018","M","Parda","Integral",1,3,18,"Física","Bacharelado","Desistência",125,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2021,"Vestibular","2º Semestre","Formado",6.4,15.2547,"N","2008","28/04/2022","28/04/2022","M","Branca","Integral",1,11,66,"Física","Bacharelado","Formado",126,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Formado",8.69,16.12,"N","2008","30/09/2022","30/09/2022","M","Branca","Integral",1,8,48,"Física","Bacharelado","Formado",127,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2017,"Vestibular","2º Semestre","Formado",8.78,16.6706,"N","2008","15/01/2018","15/01/2018","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",128,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",1.28,2.8727,"S","2008","11/03/2019","11/03/2019","M","Preta","Integral",1,2,12,"Física","Bacharelado","Desistência",129,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2018,"Vestibular","2º Semestre","Desistência",7.27,15.8427,"N","2008","01/11/2018","01/11/2018","M","Branca","Integral",1,13,78,"Física","Bacharelado","Desistência",130,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2017,"Vestibular","1º Semestre","Desligamento por Abandono",0,1.9746,"S","2008","08/05/2017","08/05/2017","M","Parda","Integral",1,4,24,"Física","Bacharelado","Desligamento",131,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2016,"Vestibular","2º Semestre","Formado",7.46,15.9358,"N","2008","16/03/2017","16/03/2017","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",132,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0,5,"N","2018","25/10/2021","25/10/2021","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",133,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0,5,"S","2018","31/08/2023","31/08/2023","M","Parda","Integral",1,6,36,"Física","Bacharelado","Desligamento",134,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2020,"Vestibular","2º Semestre","Desistência",5.13,5.0683,"N","2008","31/05/2021","31/05/2021","M","Branca","Integral",1,9,54,"Física","Bacharelado","Desistência",135,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2019,"Sisu","1º Semestre","Reopção de curso",2.05,3.6614,"S","2008","24/07/2019","24/07/2019","M","Parda","Integral",1,2,12,"Física","Bacharelado","Transferência",136,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2015,"Vestibular","2º Semestre","Desligamento por Abandono",3.25,3.5943,"N","2008","05/01/2016","05/01/2016","M","Parda","Integral",1,9,54,"Física","Bacharelado","Desligamento",137,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",2.49,3.6766,"S","2018","27/05/2025","27/05/2025","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desligamento",138,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"2º Semestre",2021,"Novo Curso","2º Semestre","Desligamento: Resolução 68/2017-CEPE",0,2.7405,"N","2008","23/12/2021","23/12/2021","M","Parda","Integral",2,8,48,"Física","Bacharelado","Desligamento",139,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2020,"Sisu","2º Semestre","Formado",7.81,15.9432,"N","2008","09/07/2021","09/07/2021","M","Preta","Integral",1,7,42,"Física","Bacharelado","Formado",140,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2017,"Vestibular","1º Semestre","Desistência",6.39,5.5803,"N","2008","12/07/2017","12/07/2017","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desistência",141,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2017,"Vestibular","1º Semestre","Formado",6.15,15.2869,"N","2008","10/08/2017","10/08/2017","M","Parda","Integral",1,10,60,"Física","Bacharelado","Formado",142,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",4.35,4.3179,"S","2008","24/03/2017","24/03/2017","M","Parda","Integral",1,3,18,"Física","Bacharelado","Desistência",143,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2018,"Sisu","1º Semestre","Desistência",2.99,3.6003,"N","2008","04/04/2018","04/04/2018","M","Branca","Integral",1,2,12,"Física","Bacharelado","Desistência",144,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"2º Semestre",2015,"Novo Curso","1º Semestre","Desligamento por Abandono",0,1.9212,"N","2008","22/04/2015","22/04/2015","M","Branca","Integral",2,5,30,"Física","Bacharelado","Desligamento",145,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2021,"Sisu","2º Semestre","Formado",7.68,15.7983,"N","2008","28/04/2022","28/04/2022","M","Branca","Integral",1,9,54,"Física","Bacharelado","Formado",146,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0.92,2.9638,"N","2008","01/09/2022","01/09/2022","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desligamento",147,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2015,"Vestibular","2º Semestre","Desistência",6.5,5.2487,"N","2008","15/02/2016","15/02/2016","F","Branca","Integral",1,9,54,"Física","Bacharelado","Desistência",148,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2017,"Vestibular","2º Semestre","Reopção de curso",4.5,4.7547,"N","2008","22/08/2017","22/08/2017","M","Branca","Integral",1,5,30,"Física","Bacharelado","Transferência",149,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",3.73,4.2291,"S","2008","27/05/2025","27/05/2025","M","Parda","Integral",1,14,84,"Física","Bacharelado","Desligamento",150,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2015,"Vestibular","2º Semestre","Formado",7.1,15.7867,"N","2008","04/02/2016","04/02/2016","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",151,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2024,"1º Semestre",2024,"Sisu","1º Semestre","Desistência",0,5,"N","2018","25/03/2024","25/03/2024","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",152,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2018,"Vestibular","2º Semestre","Formado",7.49,15.9626,"N","2008","07/02/2019","07/02/2019","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",153,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",4.34,4.3014,"S","2008","13/12/2022","13/12/2022","M","Parda","Integral",1,9,54,"Física","Bacharelado","Desligamento",154,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2020,"Sisu","2º Semestre","Formado",8.5,16.2391,"N","2008","09/07/2021","09/07/2021","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",155,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2015,"Vestibular","1º Semestre","Desligamento por Abandono",0,1.9212,"N","2008","22/04/2015","22/04/2015","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desligamento",156,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
